product_id,product_name,category,brand,price,cost_price,discount_pct,rating,num_reviews,stock_quantity,reorder_point,weight_kg,sku,launch_date,is_active,is_featured,warranty_period,supplier_id,tags
144,Track Suit Set,Clothing,Van Heusen,2477.99,1589.28,25.9,4.6,4876,4921,29,18.28,SKU-UCC1M3O5,2024-09-13,Yes,No,6 Months,,eco
145,Ethnic Saree,Clothing,Van Heusen,1727.89,745.63,19.4,4.1,1212,2165,182,2.11,SKU-UBODS1EE,2023-05-19,Yes,Yes,Lifetime,SUP-9589,premium
146,Chinos Trousers,Clothing,Puma,965.61,586.95,1.1,2.2,2864,7245,329,3.69,SKU-B3HN14EB,2023-08-23,Yes,,6 Months,SUP-5999,eco
147,Crop Top,Clothing,Mango,428.34,276.09,0.8,3.3,5435,8631,32,6.42,SKU-CHZJQ8CX,2023-10-27,yes,,1 Year,SUP-7332,organic|trending|eco|bestseller
148,Cotton T-Shirt V-Neck,Clothing,H&M,1590.6,821.94,17.7,1.6,2840,5765,191,15.65,SKU-I9S3W563,2021-02-15,No,No,No warranty,SUP-2438,limited|bestseller
149,Zip-Up Hoodie,Clothing,Nike,1745.19,1115.9,9.1,1.6,5640,8582,475,3.42,SKU-99F77LU8,2021-07-03,Yes,Yes,1 year,SUP-6221,limited|premium|clearance|eco
150,Floral Summer Dress,Clothing,Levi's,2288.53,1405.6,12.0,3.3,1891,9770,128,5.81,SKU-AC2E4QXG,2022-08-25,no,Yes,1 year,SUP-7694,premium
151,Compression Sports Shorts,Clothing,Van Heusen,1472.38,756.38,20.6,2.0,3316,685,321,18.4,SKU-NLW0VS52,2023-03-20,Yes,Yes,6 months,SUP-5025,sale|organic|limited|premium
152,Polo Ralph T-Shirt,Clothing,Van Heusen,886.79,639.96,31.0,4.6,3797,7400,56,18.08,SKU-E27ZEOQG,2023-07-07,Yes,Yes,2 years,SUP-3686,trending
153,Midi Skirt,Clothing,Mango,1139.14,607.4,34.6,4.6,4632,2459,93,21.73,SKU-GZPL1QWE,2021-07-24,Yes,Yes,,SUP-9153,wireless
154,Formal Oxford Shirt,Clothing,Mango,737.92,436.53,27.9,3.2,6760,3401,35,4.66,SKU-BMFBUVLD,2021-06-19,YES,No,2 years,SUP-3906,sale|trending|premium
155,Formal Oxford Shirt,Clothing,Adidas,370.46,259.62,14.8,2.7,1719,,323,1.5,SKU-U9TD0V2Z,2022-10-26,yes,Yes,Lifetime,SUP-3125,organic|clearance|wireless|limited
156,Cotton T-Shirt V-Neck,Clothing,Van Heusen,358.19,249.6,36.0,,3391,745,180,8.77,SKU-3HXYJCKT,2024-04-06,Yes,Yes,2 years,SUP-1477,eco|wireless
157,Zip-Up Hoodie,Clothing,Van Heusen,1613.22,834.5,35.3,2.7,6083,917,437,13.05,SKU-UYTAUL62,2021-04-13,Yes,Yes,2 years,SUP-9753,new|trending|premium|eco
158,Leather Jacket,Clothing,Van Heusen,911.37,532.04,7.9,2.5,306,3311,477,2.36,SKU-S26FMR5L,2022-05-24,Yes,Yes,Lifetime,SUP-3174,clearance
159,Pajama Set Cotton,Clothing,Zara,2668.11,1163.53,34.5,4.0,184,9462,398,7.84,SKU-6LGJLPEF,2022-03-02,Yes,Yes,Lifetime,SUP-4384,premium|new|wireless
160,Slim Fit Denim Jeans,clothing,Levi's,2710.36,1132.01,17.3,1.3,3210,2932,370,14.92,SKU-V4ZWL3ZY,2023-04-09,Yes,Yes,6 months,SUP-8672,clearance|wireless|bestseller
161,Compression Sports Shorts,Clothing,Puma,2647.8,1479.19,1.4,2.9,2879,7842,246,21.15,SKU-KMUSOZDU,2021-04-21,No,No,Lifetime,SUP-4992,limited|trending|eco|organic
162,Blazer Single Button,Clothing,Nike,2010.47,1324.45,32.0,4.3,936,9702,315,11.6,SKU-T3G8CD31,2022-08-12,yes,Yes,6 months,SUP-3276,new
163,Handloom Linen Kurta,Clothing,Puma,2384.07,1520.67,41.3,4.7,5880,5640,55,14.59,SKU-WS44C68A,2023-05-20,yes,Yes,,SUP-8073,eco|limited|organic|bestseller
164,Leather Jacket,Clothing,Arrow,2992.38,1898.73,6.0,1.3,128,2359,379,22.13,SKU-X9EE346Z,2024-12-16,YES,No,Lifetime,SUP-8373,new|limited
165,Chinos Trousers,Clothing,FabIndia,105.22,43.48,21.7,2.5,4753,7889,363,2.05,SKU-0S41KSSV,2022-01-16,no,Yes,Lifetime,SUP-6119,organic|sale|clearance
166,Polo Ralph T-Shirt,Clothing,Adidas,2086.68,1271.15,13.7,4.1,2133,1006,332,11.86,SKU-GB93WKCS,2024-08-15,No,Yes,2 years,,wireless
167,Waterproof Raincoat,Clothing,Nike,2399.12,1683.47,15.4,1.3,1188,9757,488,20.55,SKU-41ONX0GU,2024-07-31,yes,Yes,1 Year,SUP-1860,clearance|premium|wireless|eco
168,Waterproof Raincoat,Clothing,Levi's,1307.03,654.92,35.9,,2586,,359,23.9,SKU-DTM4VXJJ,2024-05-31,Yes,Yes,No warranty,SUP-4961,organic|eco
169,Formal Oxford Shirt,Clothing,H&M,1578.17,1009.91,15.8,3.9,2063,3163,27,0.64,SKU-D7X48WZE,2024-08-23,Yes,Yes,6 Months,SUP-4027,premium|wireless
170,Chinos Trousers,Clothing,Puma,2343.29$,1164.73,2.8,2.6,492,4230,499,20.33,SKU-GC9HOXDT,2022-11-01,Yes,No,No warranty,,wireless
171,Cotton T-Shirt V-Neck,Clothing,H&M,802.98,517.94,40.7,3.3,4222,8039,254,10.93,SKU-422TA83R,2023-06-01,yes,Yes,,SUP-2485,trending|clearance|premium
172,Ethnic Saree,Clothing,Zara,1080.99,464.5,28.5,3.9,1146,584,108,0.68,SKU-9IN2XR83,2021-01-26,Yes,,1 Year,SUP-7643,
173,Slim Fit Denim Jeans,Clothing,Nike,395.96,182.26,2.2,2.2,6501,1594,243,15.3,SKU-4C3EVWCH,2022-06-09,YES,Yes,6 Months,SUP-3250,sale|new
174,Blazer Single Button,Clothing,Levi's,2777.4,1150.52,4.5,4.4,5017,6162,408,3.99,SKU-5CA7ZVKY,2024-05-15,no,No,6 Months,SUP-8379,wireless|sale
175,Polo Ralph T-Shirt,Clothing,Puma,1675.34,782.66,44.4,4.9,5070,5929,451,19.04,SKU-TH1XJG2Y,2024-11-16,no,Yes,6 Months,SUP-1885,bestseller|limited|premium
176,Blazer Single Button,Clothing,Levi's,92.05,53.41,3.2,1.9,3643,9710,306,8.18,SKU-HYL2LD05,2022-08-07,Yes,Yes,,SUP-8141,new|limited|eco|trending
177,Slim Fit Denim Jeans,Clothing,Mango,413.82,288.88,20.6,1.7,2814,3602,463,7.41,SKU-F286UTIO,2023-03-22,no,No,1 Year,SUP-1237,bestseller|eco
178,Cotton T-Shirt V-Neck,Clothing,Arrow,124.98,70.58,34.6,1.1,4350,6460,255,20.25,SKU-ZDRC1YOH,2022-07-11,No,No,,SUP-5994,wireless|sale|clearance|bestseller
179,Puffer Jacket,Clothing,H&M,216.74,154.47,15.0,1.1,3488,4420,367,23.66,SKU-T22C50B8,2023-11-15,yes,Yes,2 years,SUP-1669,organic|trending
180,Crop Top,Clothing,Mango,2110.02,1400.23,34.2,2.3,7355,4380,267,17.02,SKU-JCMRSEZY,2023-04-08,No,Yes,1 Year,SUP-2075,trending|wireless|limited|organic
181,Crop Top,Clothing,Levi's,1564.46,969.26,13.2,4.9,4435,2163,252,8.7,SKU-PXKC5I8X,2022-10-02,yes,Yes,6 Months,SUP-9986,wireless|new|premium
182,Slim Fit Denim Jeans,Clothing,Levi's,1370.5,628.0,41.6,3.8,2336,2986,99,20.99,SKU-YXFIBLEJ,2021-10-14,Yes,No,6 Months,SUP-6633,organic|new|premium|sale
183,Track Suit Set,CLOTHING,Levi's,2216.79,1643.66,14.9,3.8,3882,4748,493,18.87,SKU-9Y207MER,2021-03-04,Yes,No,6 months,SUP-4610,
184,Waterproof Raincoat,clothing,Nike,1617.54,899.21,30.2,1.3,4192,6462,109,12.29,SKU-VSCYOZPN,2021-01-19,No,Yes,No warranty,SUP-2435,limited|clearance|premium|trending
185,Cargo Pants,Clothing,Mango,627.31,355.13,39.0,4.9,541,9677,397,9.43,SKU-AWJGQU6H,2024-07-16,YES,Yes,6 months,SUP-5947,clearance|organic|wireless
186,Crop Top,Clothing,Zara,2678.6,1462.53,22.1,3.8,2004,466,71,19.13,SKU-R8VNRPJY,2023-12-15,Yes,Yes,,SUP-5252,new
187,Chinos Trousers,  Clothing  ,Puma,878.53,547.88,3.5,1.8,5144,3002,401,2.41,SKU-1T53YKYY,2021-05-29,yes,,Lifetime,SUP-8944,trending|bestseller
188,Midi Skirt,Clothing,FabIndia,2108.28,1435.53,18.8,,954,2150,482,0.48,SKU-MYFP9S8G,2022-04-19,Yes,Yes,1 Year,SUP-4712,new|trending
189,Chinos Trousers,Clothing,H&M,103.21$,65.12,26.7,2.9,7442,4145,32,1.7,SKU-Y127H6GM,2021-05-22,Yes,Yes,2 years,SUP-9202,organic|trending
190,Polo Ralph T-Shirt,Clothing,Levi's,1613.69,1195.35,4.4,1.9,4130,7777,197,17.47,SKU-GYD49PSO,2024-03-28,yes,Yes,Lifetime,SUP-6918,trending
191,Puffer Jacket,Clothing,Nike,875.32,612.18,8.5,1.3,6889,7793,490,16.99,SKU-G9RDPXDF,2022-09-15,Yes,No,1 year,SUP-7623,clearance|premium|organic|limited
192,Ethnic Saree,Clothing,Van Heusen,446.39,249.59,5.5,,1890,2205,25,2.54,SKU-BCY8NYFW,2021-05-30,Yes,No,1 Year,SUP-5809,organic|premium|eco|limited
193,Floral Summer Dress,Clothing,Arrow,2559.36,1420.18,1.6,1.7,5401,4965,462,17.67,SKU-REZRDYXY,2023-06-08,no,Yes,1 year,SUP-7412,wireless|eco|premium|new
194,Cargo Pants,Clothing,H&M,1877.33,1000.99,19.3,5.0,3374,5755,38,16.55,SKU-IXV6CKMA,2022-05-22,Yes,Yes,No warranty,SUP-7900,wireless|sale|eco|bestseller
195,Handloom Linen Kurta,Clothing,Puma,2435.31,1542.98,7.5,2.2,7941,7143,113,12.45,SKU-424TKB9O,2021-12-17,Yes,No,2 years,SUP-9700,eco|trending
196,Handloom Linen Kurta,Clothing,Arrow,1876.77,1048.42,34.4,1.7,152,8457,451,4.7,SKU-RX37JW34,2024-11-09,YES,No,6 months,SUP-6968,new|premium
197,Chinos Trousers,Clothing,Adidas,1939.9,950.08,27.1,2.6,930,2456,108,0.74,SKU-2LR9P6HJ,2021-02-15,No,Yes,1 year,SUP-1691,sale|wireless|trending|new
198,Formal Oxford Shirt,Clothing,Arrow,2174.08,976.59,5.0,3.9,7642,1976,277,16.62,SKU-U1SRDV1L,2024-07-16,YES,No,1 year,SUP-3869,clearance|limited|premium
199,Blazer Single Button,Clothing,Arrow,742.81,369.33,35.3,1.6,3893,6025,430,7.74,SKU-X6B02B7Y,2022-01-28,YES,Yes,6 Months,SUP-2999,
200,Merino Wool Sweater,Clothing,Adidas,2671.29,1924.83,28.4,4.5,6281,,414,0.9,SKU-537QO4Z5,2024-06-28,Yes,No,,SUP-7895,clearance|sale|organic
201,1984 Orwell,Books,Packt,251.28,114.39,23.2,4.9,6804,2131,443,14.87,SKU-O7Q5EGVL,2022-03-14,Yes,Yes,1 year,SUP-7182,sale|wireless
202,1984 Orwell,Books,Packt,510.42,275.81,19.3,2.0,729,6028,97,23.68,SKU-EZP7QYEZ,2021-10-24,No,Yes,No warranty,SUP-4385,bestseller|limited|new
203,Deep Work Cal Newport,Books,McGraw-Hill,1943.47,835.71,21.1,4.5,7982,6513,361,5.34,SKU-NPVCUB7Q,2022-07-05,Yes,Yes,Lifetime,SUP-7466,organic|sale
204,Rich Dad Poor Dad,Books,HarperCollins,1593.62,716.54,5.3,1.2,1047,8179,456,24.34,SKU-KMP6J37S,2022-11-08,Yes,Yes,No warranty,SUP-3478,sale|bestseller|new|wireless
205,Designing Data-Intensive Apps,Books,Penguin,2966.51,1768.93,20.6,1.4,5896,2425,73,8.77,SKU-HK403UXH,2021-01-07,Yes,Yes,1 year,SUP-2545,premium
206,Thinking Fast and Slow,books,Scholastic,1383.4,896.02,21.6,,2206,9735,346,0.19,SKU-8X8L008U,2021-11-25,Yes,Yes,6 months,SUP-9964,trending|limited|premium|wireless
207,Ikigai,Books,Bloomsbury,2258.91,1420.68,5.4,3.0,3541,5080,472,17.14,SKU-EX3SR5RU,2022-10-20,Yes,Yes,Lifetime,SUP-7979,clearance|bestseller|new
208,The Alchemist,Books,Wiley,2952.64,1888.24,13.5,2.0,3503,4841,301,1.24,SKU-CBDPDXUJ,2022-01-31,Yes,,6 Months,SUP-3941,sale|trending|limited|eco
209,Zero to One,Books,McGraw-Hill,2614.68,1217.18,8.3,4.0,4948,4248,456,16.85,SKU-PAOAXQOX,2024-03-02,no,Yes,Lifetime,SUP-7471,new
210,Python Crash Course 3rd Ed,Books,O'Reilly,439.74,213.11,37.9,4.4,4412,3127,54,7.56,SKU-QRAFFZ8Q,2024-08-28,no,No,2 years,,trending
211,Head First Design Patterns,Books,Apress,115.87,62.56,23.1,3.9,7661,7993,128,17.87,SKU-TPLC6PRR,2024-12-29,yes,Yes,6 months,SUP-4149,bestseller|organic|wireless|premium
212,Rich Dad Poor Dad,Books,Packt,1174.16,640.98,42.4,3.6,2951,7738,419,24.27,SKU-FHYDRGFR,2024-05-17,YES,Yes,1 year,SUP-1297,eco|new|organic
213,Head First Design Patterns,Books,O'Reilly,676.17,331.48,15.3,2.4,382,9126,146,22.41,SKU-45VDB828,2024-03-20,Yes,Yes,Lifetime,SUP-2669,organic
214,The Lean Startup,Books,Wiley,1497.68,1055.37,6.9,2.5,6710,2257,72,21.22,SKU-PO1I3MSD,2022-08-02,YES,Yes,1 year,SUP-9677,new|limited
215,The Art of War,Books,Penguin,2311.6,1505.24,23.3,1.3,2771,5157,215,24.55,SKU-FC1XX6CW,2024-01-14,No,Yes,6 Months,SUP-5986,eco|sale|premium
216,You Don't Know JS,Books,No Starch Press,1957.85,1261.08,39.9,4.1,3313,3232,461,7.57,SKU-BM00E9KD,2023-05-08,No,No,6 Months,SUP-1456,bestseller|premium|limited
217,The Art of War,  Books  ,HarperCollins,1954.63,867.2,13.4,3.9,3712,5553,130,20.14,SKU-9U6WTVMK,2024-05-04,Yes,Yes,1 year,SUP-9461,clearance|trending|new
218,Designing Data-Intensive Apps,Books,O'Reilly,1111.04,649.06,26.5,3.1,3234,4320,309,12.5,SKU-PP7R93FE,2024-01-10,no,No,Lifetime,SUP-2934,clearance|sale|new|premium
219,Grokking Algorithms,  Books  ,Packt,464.15,246.01,44.6,2.2,3980,458,415,3.61,SKU-2P7KKG0A,2023-05-01,yes,Yes,No warranty,SUP-6074,limited|clearance|new
220,Thinking Fast and Slow,Books,HarperCollins,1995.18,1084.12,10.5,2.6,4431,,500,16.78,SKU-PJDFAW1L,2023-09-30,Yes,No,Lifetime,SUP-1866,clearance|organic
221,1984 Orwell,Books,O'Reilly,2517.56,1517.69,3.8,3.1,2624,6583,311,1.17,SKU-5APO4LJE,2021-06-04,Yes,Yes,2 years,SUP-3526,
222,Thinking Fast and Slow,Books,Packt,2484.09,1098.81,9.1,4.0,4800,3874,262,12.74,SKU-S8JLTCBW,2024-11-20,Yes,Yes,Lifetime,SUP-5035,premium|limited
223,You Don't Know JS,Books,Scholastic,1614.92,885.48,41.0,2.8,8,7612,434,15.54,SKU-XGC7JJY9,2024-08-01,Yes,No,,SUP-9750,trending|limited|wireless
224,The Pragmatic Programmer,Books,McGraw-Hill,2836.5,1765.18,44.1,3.8,2236,4029,349,24.58,SKU-MQVAYXAR,2024-11-01,Yes,No,6 Months,SUP-7435,
225,Ikigai,Books,No Starch Press,535.67,358.25,31.4,1.0,3790,6069,489,4.87,SKU-A01YZG3W,2024-06-09,Yes,No,,SUP-9074,sale|bestseller
226,Sapiens Brief History,Books,Apress,2217.75,1408.85,27.1,1.7,4818,2101,391,1.67,SKU-JUIS2GY9,2023-12-13,No,No,6 months,SUP-1849,limited|wireless|premium
227,Deep Work Cal Newport,Books,Penguin,1263.09,703.67,0.2,1.8,670,9368,423,0.68,SKU-09PCIFLW,2021-05-31,Yes,Yes,6 months,SUP-6477,trending|clearance
228,The Alchemist,Books,No Starch Press,2293.48,1419.37,26.1,1.3,497,546,203,7.87,SKU-4CE7PKWC,2023-11-19,Yes,,1 Year,SUP-2570,bestseller|sale|clearance|wireless
229,Python Crash Course 3rd Ed,Books,Wiley,1765.5,772.94,0.6,3.9,4856,3172,473,14.35,SKU-WJP0QI2C,2022-04-30,YES,No,1 Year,SUP-9866,clearance|premium
230,Rich Dad Poor Dad,Books,Penguin,2458.46,1464.77,2.5,2.4,7999,3282,337,22.72,SKU-2MYZ9VLU,2022-06-06,No,Yes,6 months,SUP-1691,bestseller
231,Thinking Fast and Slow,Books,Bloomsbury,556.81,415.63,16.3,1.3,245,9088,68,3.6,SKU-PW6M9HKH,2022-02-12,Yes,Yes,1 year,SUP-1352,trending|sale|new
232,Deep Work Cal Newport,Books,McGraw-Hill,1984.42,1447.45,44.0,5.0,7222,7106,459,17.79,SKU-E5EGTYLP,2023-09-16,Yes,Yes,Lifetime,SUP-9773,
233,Designing Data-Intensive Apps,Books,O'Reilly,2355.07,1594.03,27.7,1.7,3179,8342,201,12.49,SKU-QLNZZRJO,2024-12-02,Yes,No,1 year,SUP-4840,limited|wireless|new
234,Hooked Nir Eyal,Books,Apress,1753.97,987.2,28.0,2.7,3830,7086,219,9.22,SKU-RJAPJC6K,2023-02-19,Yes,Yes,6 months,,eco|bestseller
235,1984 Orwell,Books,No Starch Press,2995.22,1986.83,33.3,4.6,69,4906,154,20.57,SKU-2OOUXQS1,2021-08-20,YES,No,6 Months,SUP-4829,clearance|eco|trending|new
236,You Don't Know JS,Books,Penguin,1734.64,771.78,42.5,1.0,6638,5810,183,5.68,SKU-P11YKVUB,2021-08-05,Yes,Yes,1 Year,SUP-7404,limited|trending
237,The Lean Startup,Books,HarperCollins,2026.28,936.49,37.2,3.4,219,3058,111,1.78,SKU-8KIXCCSG,2024-08-28,YES,Yes,6 months,SUP-7855,limited
238,Designing Data-Intensive Apps,Books,Scholastic,2817.77,1706.5,22.6,3.7,2256,3304,13,24.78,SKU-Q3VILURQ,2021-03-02,Yes,Yes,No warranty,SUP-5873,limited|bestseller
239,Grokking Algorithms,Books,HarperCollins,2837.33,1372.97,39.2,2.1,5145,8810,159,16.68,SKU-C066O1EN,2024-03-19,Yes,No,2 years,SUP-3700,
240,Ikigai,Books,O'Reilly,37.16,16.36,41.3,,6133,7606,258,11.56,SKU-CXZPQKF4,2023-08-01,Yes,No,Lifetime,,premium
241,1984 Orwell,Books,Wiley,2510.32,1717.13,28.8,3.9,7348,1684,209,17.27,SKU-PVBNHI6H,2021-01-25,YES,Yes,2 years,SUP-2035,new
242,1984 Orwell,Books,No Starch Press,1627.4,1185.76,5.4,1.9,2921,5298,98,0.42,SKU-XAHHXKWB,2024-10-07,Yes,Yes,Lifetime,SUP-2668,premium|trending
243,Rich Dad Poor Dad,Books,McGraw-Hill,2286.34,1464.79,44.0,3.7,553,5490,19,15.23,SKU-VNXIV9IW,2024-10-25,Yes,Yes,No warranty,,clearance|premium|bestseller
244,Hooked Nir Eyal,Books,McGraw-Hill,956.03,645.74,1.8,4.2,3398,4726,394,0.64,SKU-4LIT6XIY,2024-01-23,Yes,No,Lifetime,SUP-8247,clearance
245,The Alchemist,Books,Scholastic,2494.51,1811.35,10.6,1.3,5939,7652,169,4.15,SKU-HPVKU8H5,2023-01-18,Yes,Yes,1 year,SUP-7925,new|clearance|sale|limited
246,Rich Dad Poor Dad,Books,Apress,775.59,436.1,20.4,2.5,4964,7878,46,8.36,SKU-ZH6A50NO,2022-10-08,YES,Yes,2 years,SUP-2167,trending
247,The Art of War,Books,Apress,1906.76,1008.42,2.6,2.5,3473,4043,134,11.97,SKU-7NZBXFV7,2021-08-17,No,No,6 Months,SUP-1202,limited
248,The Psychology of Money,Books,Scholastic,762.35,385.58,43.5,3.6,3135,9602,167,18.36,SKU-175DU23J,2021-11-22,YES,,1 year,SUP-1025,organic|limited|premium|eco
249,The Pragmatic Programmer,Books,HarperCollins,2444.04,1136.41,2.7,1.7,6219,3143,142,24.57,SKU-5P6DWCDE,2021-04-10,yes,Yes,No warranty,,sale|wireless|trending
250,Zero to One,Books,Wiley,1014.4,558.23,16.7,,2582,3925,491,9.06,SKU-OV953A5O,2024-07-21,Yes,Yes,1 Year,SUP-5072,organic|limited|bestseller|sale
251,Atomic Habits,Books,McGraw-Hill,704.51,401.28,33.3,4.2,2853,7010,490,23.29,SKU-79460KHF,2023-03-19,Yes,No,6 months,SUP-9990,new|clearance|trending|bestseller
252,The Alchemist,Books,HarperCollins,2148.72,979.99,41.8,4.6,6277,4593,122,17.99,SKU-X8YX7WR2,2022-06-01,Yes,No,,SUP-6623,organic|limited|bestseller|trending
253,1984 Orwell,Books,HarperCollins,386.62,197.05,17.1,3.9,2546,1013,312,13.41,SKU-49LNY2SV,2021-12-12,Yes,,1 Year,SUP-3370,bestseller|clearance|organic
254,Atomic Habits,Books,No Starch Press,1509.62,967.68,12.3,4.4,4701,7836,333,20.73,SKU-RZN9L3H0,2024-06-12,Yes,Yes,1 Year,SUP-8987,new|sale|limited
255,The Pragmatic Programmer,Books,Packt,2769.58,1787.45,24.7,1.4,2649,9509,453,20.14,SKU-4ZQFEZKF,2021-12-05,Yes,Yes,1 Year,SUP-3418,new|sale|trending|wireless
256,Grokking Algorithms,Books,Bloomsbury,1882.78,1019.33,1.5,2.0,4002,4959,362,14.92,SKU-G019YDQ3,2022-08-17,No,Yes,6 months,SUP-2999,sale|clearance
257,The Psychology of Money,Books,Packt,302.83,127.86,40.9,4.2,1514,6640,426,17.53,SKU-O32TC4T3,2023-10-10,Yes,No,6 months,,eco|trending|sale|organic
258,The Alchemist,Books,HarperCollins,1093.86,645.98,19.0,4.8,0,4068,163,1.2,SKU-86KTFRL6,2022-07-01,Yes,Yes,6 months,SUP-4081,new|organic
259,Zero to One,Books,Packt,2711.46,1464.24,3.7,2.0,3484,2346,284,5.13,SKU-WJWXZUXS,2021-09-12,YES,No,1 Year,SUP-1424,trending|premium
260,The Art of War,Books,McGraw-Hill,443.26,301.12,12.3,1.4,7936,3640,203,23.8,SKU-2ES5V3DM,2023-06-08,No,No,6 months,SUP-3797,new|eco|limited|bestseller
261,Rich Dad Poor Dad,Books,Bloomsbury,805.77,581.33,28.8,2.5,6369,4081,357,15.24,SKU-ZG92SJP7,2024-10-01,Yes,Yes,6 months,SUP-7660,trending
262,The Lean Startup,Books,Apress,2426.0,979.48,42.7,3.7,7638,2235,255,12.47,SKU-YYTEAG3A,2022-10-23,yes,No,6 Months,SUP-9652,wireless
263,Sapiens Brief History,Books,HarperCollins,404.29,211.71,2.3,3.0,1396,6115,67,8.48,SKU-Y344KRJA,2023-09-08,YES,No,6 Months,SUP-1580,sale|eco|wireless|premium
264,Ikigai,BOOKS,McGraw-Hill,1295.26,607.66,23.8,4.6,3364,2029,477,12.21,SKU-FXIOKPG3,2021-06-18,no,Yes,2 years,SUP-1095,trending|bestseller
265,1984 Orwell,Books,Wiley,2948.87,1302.15,22.0,3.0,5584,2087,176,18.79,SKU-2O003E82,2021-07-15,Yes,Yes,1 Year,SUP-1852,limited|sale|wireless
266,The Pragmatic Programmer,Books,Scholastic,2301.35,1616.6,44.7,2.0,6722,7031,111,11.87,SKU-2D0VG4WF,2021-07-07,Yes,,1 year,,trending|sale
267,The Psychology of Money,Books,Wiley,1284.08,536.85,5.0,2.5,7725,5751,374,10.48,SKU-LBBB0HQ6,2021-06-06,YES,No,No warranty,SUP-5986,organic
268,Grokking Algorithms,Books,Apress,718.57,356.83,26.3,1.3,871,2137,332,18.58,SKU-EV6XGZ7C,2023-04-30,yes,Yes,1 Year,,limited|organic
269,The Art of War,Books,McGraw-Hill,2153.39,1547.85,3.0,,7629,8255,414,0.6,SKU-VZEBU2Y0,2022-09-10,no,No,6 months,SUP-9344,
270,The Pragmatic Programmer,Books,Wiley,2163.13,1061.21,38.4,2.2,2199,9046,70,4.32,SKU-BIBF57J2,2023-09-25,Yes,No,6 months,SUP-7047,new|limited|premium
271,Zero to One,Books,Scholastic,51.84,32.66,39.1,4.8,4778,1743,379,18.66,SKU-NX5WT3HJ,2023-06-23,YES,No,6 Months,SUP-7039,trending|clearance|new|bestseller
272,The Lean Startup,Books,Penguin,2656.33$,1822.57,30.9,1.8,1175,1180,228,6.17,SKU-68DS03VN,2021-02-02,Yes,Yes,6 Months,SUP-3165,premium
273,Clean Code,Books,Apress,1018.48,659.58,9.1,2.9,4610,7279,427,4.12,SKU-LFCYWE3D,2022-04-06,Yes,No,No warranty,,limited|new|eco|clearance
274,Clean Code,Books,Wiley,334.86,145.87,43.0,2.4,5043,5467,70,9.04,SKU-7DBFPMGP,2024-10-19,No,No,2 years,SUP-5441,premium|trending|sale
275,Hooked Nir Eyal,Books,Wiley,343.93,189.03,32.7,1.6,2646,2089,103,19.2,SKU-MRR9VWE7,2024-12-02,Yes,Yes,No warranty,SUP-9070,limited|trending
276,The Alchemist,Books,O'Reilly,613.82,428.27,16.3,2.9,1094,1804,40,22.79,SKU-M42FQ4T7,2022-10-17,Yes,No,6 months,SUP-2920,limited|sale
277,Designing Data-Intensive Apps,Books,No Starch Press,95.41,50.36,3.6,1.3,4662,6823,86,19.15,SKU-QFS8Q0PX,2021-01-21,No,Yes,,SUP-3843,limited
278,Grokking Algorithms,Books,Apress,685.81,497.9,12.2,,3092,2050,390,5.34,SKU-WHG0U43Q,2022-05-02,YES,Yes,1 Year,SUP-7950,trending
279,You Don't Know JS,Books,HarperCollins,1793.35,1192.19,13.9,3.2,5229,530,133,6.77,SKU-9UU2BL7A,2022-07-09,No,Yes,2 years,SUP-6830,eco
280,Grokking Algorithms,Books,Bloomsbury,2607.09,1076.97,7.3,,645,1528,497,17.98,SKU-53X1F8S0,2023-10-09,yes,Yes,2 years,,bestseller|wireless|trending|clearance
281,The Lean Startup,Books,Apress,2393.16,1707.03,22.5,2.8,1390,4843,92,1.75,SKU-UMCZQ991,2022-11-18,Yes,Yes,,SUP-5696,clearance|eco
282,Hooked Nir Eyal,Books,Packt,2973.79,1233.93,44.0,1.2,6476,4011,368,20.54,SKU-A4KFOCNQ,2021-05-26,yes,Yes,Lifetime,SUP-8616,trending|limited
283,Designing Data-Intensive Apps,Books,O'Reilly,1431.28,711.96,1.7,1.6,3849,2384,337,5.38,SKU-U91C329H,2021-11-25,Yes,Yes,6 Months,,trending|premium|clearance|limited
284,The Psychology of Money,Books,McGraw-Hill,894.23,419.85,42.4,2.9,4386,2632,366,10.95,SKU-6U3U6H0U,2021-08-13,yes,,No warranty,SUP-9182,limited
285,Hooked Nir Eyal,Books,No Starch Press,659.78,489.99,18.9,3.2,1360,9845,203,5.44,SKU-HGY8NNKL,2024-06-26,Yes,Yes,No warranty,SUP-6762,organic|eco|trending|clearance
286,The Lean Startup,Books,Bloomsbury,2107.77,1535.02,40.8,1.4,717,1700,55,16.26,SKU-WOR17DPU,2021-02-20,No,Yes,1 Year,SUP-7243,trending|eco|clearance|bestseller
287,Deep Work Cal Newport,Books,Apress,2639.42,1300.11,37.7,4.2,3397,3957,12,22.51,SKU-OAFN33VM,2023-06-08,YES,No,No warranty,SUP-7444,new|limited|wireless|bestseller
288,The Pragmatic Programmer,Books,HarperCollins,2353.92,1636.12,28.2,2.0,4529,2605,495,8.09,SKU-DAA1FWT9,2023-06-08,YES,Yes,1 year,SUP-6867,premium|bestseller
289,Atomic Habits,Books,Packt,435.59,177.76,44.3,4.5,908,7522,484,14.92,SKU-DK6DRN4O,2023-02-02,Yes,Yes,6 Months,SUP-7879,clearance|new|organic
